Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Number of Investors,Valuation (Million),Funding (Million),Year Joined,Years to unicorn
Sendbird,$1B,06-04-2021,Mobile & Telecommunications,San Mateo,United States,North America,2013,$221M,"FundersClub, Y Combinator, Tiger Global Management",3,1000,221,2021,8
Amount,$1B,17-05-2021,Fintech,Chicago,United States,North America,2019,$243M,"Invus Group, Hanaco Venture Capital, WestCap Group",3,1000,243,2021,2
Amperity,$1B,13-07-2021,Artificial Intelligence,Seattle,United States,North America,2016,$187M,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",3,1000,187,2021,5
Anyscale,$1B,07-12-2021,Artificial Intelligence,Berkeley,United States,North America,2019,$160M,"Andreessen Horowitz, Intel Capital, Foundation Capital",3,1000,160,2021,2
Assembly,$1B,21-09-2021,Internet Software,Culver City,United States,North America,2019,Unknown,"Advent International, PSG, Providence Equity Partners",3,1000,,2021,2
Axiom Space,$1B,16-02-2021,Other,Houston,United States,North America,2016,$150M,"C5 Capital, Hemisphere Ventures, The Venture Collective",3,1000,150,2021,5
Cameo,$1B,30-03-2021,Internet Software,Chicago,United States,North America,2016,$165M,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",3,1000,165,2021,5
Carson Group,$1B,14-07-2021,Fintech,Lincoln,United States,North America,2012,Unknown,Bain Capital,1,1000,,2021,9
Clearcover,$1B,13-04-2021,Fintech,Chicago,United States,North America,2016,$305M,"American Family Ventures, Cox Enterprises, OMERS Ventures",3,1000,305,2021,5
Contrast Security,$1B,09-11-2021,Cybersecurity,Los Altos,United States,North America,2014,$269M,"Acero Capital, General Catalyst, M12",3,1000,269,2021,7
Drata,$1B,08-11-2021,Cybersecurity,San Diego,United States,North America,2020,$128M,"Cowboy Ventures, Leaders Fund, GGV Capital",3,1000,128,2021,1
Evidation,$1B,22-03-2021,Health,San Mateo,United States,North America,2012,$259M,"B Capital Group,, GE Ventures, McKesson Ventures",4,1000,259,2021,9
Expel,$1B,18-11-2021,Cybersecurity,Herndon,United States,North America,2016,$258M,"Paladin Capital Group, Greycroft, Scale Venture Partners",3,1000,258,2021,5
Feedzai,$1B,24-03-2021,Artificial Intelligence,San Mateo,United States,North America,2009,$277M,"Global Founders Capital, Shea Ventures, Greycroft",3,1000,277,2021,12
Groq,$1B,14-04-2021,Artificial Intelligence,Mountain View,United States,North America,2016,$362M,"TDK Ventures, Social Capital, D1 Capital Partners",3,1000,362,2021,5
Heyday,$1B,16-11-2021,E-Commerce,Chicago,United States,North America,2017,$800M,"Khosla Ventures,General Catalyst, Victory Park Capital",3,1000,800,2021,4
Interos,$1B,22-07-2021,Fintech,Arlington,United States,North America,2005,$135M,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",3,1000,135,2021,16
Iodine Software,$1B,01-12-2021,Data Management & Analytics,Austin,United States,North America,2010,Unknown,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",3,1000,,2021,11
Lessen,$1B,30-11-2021,Internet Software,Scottsdale,United States,North America,2019,$205M,"Khosla Ventures, General Catalyst, Navitas Capital",3,1000,205,2021,2
Locus Robotics,$1B,17-02-2021,Hardware,Wilmington,United States,North America,2014,$299M,"Scale Venture Partners, Bond, Tiger Global Management",3,1000,299,2021,7
Mammoth Biosciences,$1B,09-09-2021,Health,Brisbane,United States,North America,2017,$265M,"NFX, Plum Alley, Mayfield",3,1000,265,2021,4
Morning Consult,$1B,08-06-2021,Internet Software,Washington Dc,United States,North America,2014,$91M,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",3,1000,91,2021,7
Nature'S Fynd,$1B,19-07-2021,Other,Chicago,United States,North America,2012,$463M,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",3,1000,463,2021,9
News Break,$1B,07-01-2021,Internet Software,Mountain View,United States,North America,2015,$151M,"IDG Capital, Francisco Partners, ZhenFund",3,1000,151,2021,6
Noname Security,$1B,15-12-2021,Cybersecurity,Palo Alto,United States,North America,2020,$220M,"Insight Partners, Lightspeed Venture Partners, CyberStarts",3,1000,220,2021,1
Place,$1B,17-11-2021,Internet Software,Bellingham,United States,North America,2020,$100M,"Goldman Sachs Asset Management, 3L",2,1000,100,2021,1
Printful,$1B,24-05-2021,Other,Charlotte,United States,North America,2016,$130M,Bregal Sagemount,1,1000,130,2021,5
Quantum Metric,$1B,07-01-2021,Data Management & Analytics,Colorado Springs,United States,North America,2015,$226M,"Insight Partners, Bain Capital Ventures",2,1000,226,2021,6
Reliaquest,$1B,01-12-2021,Cybersecurity,Tampa,United States,North America,2007,$330M,"KKR, FTV Capital, Ten Eleven Ventures",3,1000,330,2021,14
Savage X Fenty,$1B,10-02-2021,E-Commerce,El Segundo,United States,North America,2018,$310M,"Speedinvest, Valar Ventures, Uniqa Ventures",3,1000,310,2021,3
Shield Ai,$1B,24-08-2021,Artificial Intelligence,San Diego,United States,North America,2015,$328M,"Andreessen Horowitz, Homebrew, Point72 Ventures",3,1000,328,2021,6
Shipbob,$1B,29-06-2021,"Supply Chain, Logistics,",Chicago,United States,North America,2014,$331M,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",3,1000,331,2021,7
Sidecar Health,$1B,26-01-2021,Fintech,El Segundo,United States,North America,2018,$163M,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",3,1000,163,2021,3
Skydio,$1B,25-02-2021,"Supply Chain, Logistics,",Redwood City,United States,North America,2014,$340M,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",4,1000,340,2021,7
Snaplogic,$1B,13-12-2021,Internet Software,San Mateo,United States,North America,2006,$371M,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",3,1000,371,2021,15
Snorkel Ai,$1B,09-08-2021,Artificial Intelligence,Palo Alto,United States,North America,2019,$135M,"Greylock Partners, Google Ventures, BlackRock",3,1000,135,2021,2
Solo.Io,$1B,07-10-2021,Internet Software,Cambridge,United States,North America,2017,$172M,"True Ventures, Altimeter Capital, Redpoint Ventures",3,1000,172,2021,4
Splashtop,$1B,27-01-2021,Internet Software,San Jose,United States,North America,2006,$114M,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",3,1000,114,2021,15
The Zebra,$1B,12-04-2021,E-Commerce,Austin,United States,North America,2012,$257M,"Silverton Partners, Accel, Ballast Point Ventures",3,1000,257,2021,9
Vagaro,$1B,03-11-2021,Internet Software,Dublin,United States,North America,2009,$163M,FTV Capital,1,1000,163,2021,12
Bytedance,$180B,07-04-2017,Artificial Intelligence,Beijing,China,Asia,2012,$8B,"Sequoia Capital China, SIG Asia Investments, Sina Weibo, Softbank Group",4,180000,8000,2017,5
Shein,$100B,03-07-2018,E-Commerce,Shenzhen,China,Asia,2008,$2B,"Tiger Global Management, Sequoia Capital China, Shunwei Capital Partners",3,100000,2000,2018,10
Klarna,$46B,12-12-2011,Fintech,Stockholm,Sweden,Europe,2005,$4B,"Institutional Venture Partners, Sequoia Capital, General Atlantic",3,46000,4000,2011,6
Canva,$40B,08-01-2018,Internet Software,Surry Hills,Australia,Oceania,2012,$572M,"Sequoia Capital China, Blackbird Ventures, Matrix Partners",3,40000,572,2018,6
Checkout.Com,$40B,02-05-2019,Fintech,London,United Kingdom,Europe,2012,$2B,"Tiger Global Management, Insight Partners, DST Global",3,40000,2000,2019,7
Revolut,$33B,26-04-2018,Fintech,London,United Kingdom,Europe,2015,$2B,"index Ventures, DST Global, Ribbit Capital",3,33000,2000,2018,3
Ftx,$32B,20-07-2021,Fintech,Unknown,Bahamas,North America,2018,$2B,"Sequoia Capital, Thoma Bravo, Softbank",3,32000,2000,2021,3
Byju'S,$22B,25-07-2017,Edtech,Bengaluru,India,Asia,2008,$4B,"Tencent Holdings, Lightspeed India Partners, Sequoia Capital India",3,22000,4000,2017,9
J&T Express,$20B,07-04-2021,"Supply Chain, Logistics,",Jakarta,Indonesia,Asia,2015,$5B,"Hillhouse Capital Management, Boyu Capital, Sequoia Capital China",3,20000,5000,2021,6
Xiaohongshu,$20B,31-03-2016,E-Commerce,Shanghai,China,Asia,2013,$918M,"GGV Capital, ZhenFund, Tencent",3,20000,918,2016,3
Yuanfudao,$17B,31-05-2017,Edtech,Beijing,China,Asia,2012,$4B,"Tencent Holdings, Warbug Pincus, IDG Capital",3,17000,4000,2017,5
Rapyd,$15B,03-12-2019,Fintech,London,United Kingdom,Europe,2016,$770M,"Target Global, General Catalyst, Durable Capital Partners",3,15000,770,2019,3
Genki Forest,$15B,01-03-2020,Consumer & Retail,Beijing,China,Asia,2016,$721M,"Sequoia Capital China, Longfor Capitalm, Gaorong Capital",3,15000,721,2020,4
Blockchain.Com,$14B,17-02-2021,Fintech,London,United Kingdom,Europe,2011,$490M,"Lightspeed Venture Partners, Google Ventures, Lakestar",3,14000,490,2021,10
Northvolt,$12B,12-06-2019,Other,Stockholm,Sweden,Europe,2016,$4B,"Vattenfall, Volkswagen Group, Goldman Sachs",3,12000,4000,2019,3
Getir,$12B,26-03-2021,E-Commerce,Istanbul,Turkey,Europe,2015,$2B,"Tiger Global Management, Sequoia Capital, Revo Capital",3,12000,2000,2021,6
Bitmain,$12B,06-07-2018,Hardware,Beijing,China,Asia,2015,$765M,"Coatue Management, Sequoia Capital China, IDG Capital",3,12000,765,2018,3
Xingsheng Selected,$12B,22-07-2020,E-Commerce,Changsha,China,Asia,2009,$5B,"KKR, Tencent Holdings, Sequoia Capital China",3,12000,5000,2020,11
Zongmu Technology,$11B,03-06-2021,Auto & Transportation,Shanghai,China,Asia,2013,$376M,"LTW Capital, Legend Capital, Qualcomm Ventures",3,11000,376,2021,8
Bolt,$11B,29-05-2018,Auto & Transportation,Tallinn,Estonia,Europe,2013,$1B,"Didi Chuxing, Diamler, TMT Investments",3,11000,1000,2018,5
Swiggy,$11B,21-06-2018,"Supply Chain, Logistics,",Bengaluru,India,Asia,2014,$5B,"Accel India, SAIF Partners, Norwest Venture Partners",3,11000,5000,2018,4
Weilong Foods,$11B,08-05-2021,Consumer & Retail,Luohe,China,Asia,1999,$558M,"Tencent Holdings, Hillhouse Capital Management, Yunfeng Capital",3,11000,558,2021,22
Global Switch,$11B,22-12-2016,Hardware,London,United Kingdom,Europe,1998,$5B,"Aviation Industry Corporation of China, Essence Financial, Jiangsu Sha Steel Group",3,11000,5000,2016,18
Celonis,$11B,26-06-2018,Data Management & Analytics,Munich,Germany,Europe,2011,$1B,"Accel, 83North",2,11000,1000,2018,7
Zuoyebang,$10B,18-07-2018,Edtech,Beijing,China,Asia,2014,$3B,"Sequoia Capital China, Xiang He Capital, GGV Capital",3,10000,3000,2018,4
Oyo Rooms,$10B,25-09-2018,Travel,Gurugram,India,Asia,2012,$3B,"SoftBank Group, Sequoia Capital India,Lightspeed India Partners",3,10000,3000,2018,6
Chehaoduo,$10B,12-03-2016,E-Commerce,Beijing,China,Asia,2015,$4B,"Sequoia Capital China, GX Capital",2,10000,4000,2016,1
Lalamove,$10B,21-02-2019,"Supply Chain, Logistics,",Cheung Sha Wan,Hong Kong,Asia,2013,$2B,"MindWorks Ventures, Shunwei Capital Partners, Xiang He Capital",3,10000,2000,2019,6
Dunamu,$9B,22-07-2021,Fintech,Seoul,South Korea,Asia,2012,$71M,"Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities",3,9000,71,2021,9
Yanolja,$9B,10-06-2019,Travel,Seoul,South Korea,Asia,2005,$2B,"SBI Investment Korea, Partners Investment, GIC",3,9000,2000,2019,14
Kavak,$9B,01-10-2020,E-Commerce,Lerma De Villada,Mexico,North America,2016,$2B,"DST Global, SoftBank Group, Mountain Nazca",3,9000,2000,2020,4
N26,$9B,10-01-2019,Fintech,Berlin,Germany,Europe,2013,$2B,"Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures",3,9000,2000,2019,6
Dream11,$8B,09-04-2019,Internet Software,Mumbai,India,Asia,2007,$2B,"Kaalari Capital, Tencent Holdings, Steadview Capital",3,8000,2000,2019,12
Dji Innovations,$8B,23-01-2015,Hardware,Shenzhen,China,Asia,2006,$105M,"Accel Partners, Sequoia Capital",2,8000,105,2015,9
Razorpay,$8B,11-10-2020,Fintech,Bengaluru,India,Asia,2013,$742M,"Sequoia Capital India, Tiger Global Management, Matrix Partners India",3,8000,742,2020,7
Dapper Labs,$8B,30-03-2021,Fintech,Vancouver,Canada,North America,2018,$607M,"Union Square Ventures, Venrock, Andreessen Horowitz",3,8000,607,2021,3
Hopin,$8B,10-11-2020,Internet Software,London,United Kingdom,Europe,2019,$1B,"Accel, Northzone Ventures, Institutional Venture Partners",3,8000,1000,2020,1
National Stock Exchange Of India,$7B,01-07-2020,Fintech,Mumbai,India,Asia,1998,$297M,"TA Associates, SoftBank Group, GS Growth",3,7000,297,2020,22
Meicai,$7B,22-06-2016,Mobile & Telecommunications,Beijing,China,Asia,2014,$1B,"Tiger Global Management, Blue Lake Capital, ZhenFund",3,7000,1000,2016,2
Cred,$7B,06-04-2021,Fintech,Bengaluru,India,Asia,2018,$922M,"Tiger Global Management, DST Global, Sequoia Capital India",3,7000,922,2021,3
Ola Cabs,$7B,27-10-2014,Auto & Transportation,Bengaluru,India,Asia,2010,$4B,"Accel Partners, SoftBank Group, Sequoia Capital",3,7000,4000,2014,4
Toss,$7B,09-12-2018,Fintech,Seoul,South Korea,Asia,2013,$844M,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers",3,7000,844,2018,5
Ziroom,$7B,17-01-2018,E-Commerce,Beijing,China,Asia,2011,$2B,"Sequoia Capital China, Warburg Pincus, General Catalyst",3,7000,2000,2018,7
1Password,$7B,08-07-2021,Cybersecurity,Toronto,Canada,North America,2005,$920M,"Slack Fund, Accel, Skip Capital",3,7000,920,2021,16
Easyhome,$6B,12-02-2018,Consumer & Retail,Beijing,China,Asia,1999,$2B,"Alibaba Group, Boyu Capital, Borui Capital",3,6000,2000,2018,19
Wedoctor,$6B,22-09-2015,Health,Hangzhou,China,Asia,2010,$1B,"Tencent, Morningside Group",2,6000,1000,2015,5
Svolt,$6B,08-06-2020,Auto & Transportation,Changzhou,China,Asia,2018,$3B,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management",4,6000,3000,2020,2
Airwallex,$6B,25-03-2019,Fintech,Melbourne,Australia,Oceania,2015,$802M,"DST Global, Sequoia Capital China, Tencent Holdings",3,6000,802,2019,4
Mambu,$6B,06-01-2021,Fintech,Amsterdam,Netherlands,Europe,2011,$448M,"Runa Capital, Acton Capital Partners, Point Nine Capital",3,6000,448,2021,10
Mollie,$6B,08-09-2020,Fintech,Amsterdam,Netherlands,Europe,2004,$928M,Technology Crossover Ventures,1,6000,928,2020,16
Doctolib,$6B,19-03-2019,Health,Paris,France,Europe,2013,$815M,"BPI France, Kerala Ventures, Accel",3,6000,815,2019,6
Back Market,$6B,18-05-2021,E-Commerce,Paris,France,Europe,2014,$1B,"Aglae Ventures, Eurazeo, Daphni",3,6000,1000,2021,7
Personio,$6B,19-01-2021,Internet Software,Munich,Germany,Europe,2015,$524M,"Global Founders Capital, Nortzone Ventures, Picus Capital",3,6000,524,2021,6
Relex Solutions,$6B,17-02-2022,"Supply Chain, Logistics,",Helsinki,Finland,Europe,2005,$803M,"Blackstone, Technology Crossover Ventures, Summit Partners",3,6000,803,2022,17
Lianjia,$6B,07-04-2016,E-Commerce,Beijing,China,Asia,2001,$1B,"Tencent, Baidu, Huasheng Capital",3,6000,1000,2016,15
Wiz,$6B,17-03-2021,Cybersecurity,Tel Aviv,Israel,Asia,2020,$600M,"Insight Partners, Sequoia Capital, Index Ventures",3,6000,600,2021,1
Dailyhunt,$5B,22-12-2020,Internet Software,Bengaluru,India,Asia,2007,$869M,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India",3,5000,869,2020,13
Howden Group Holdings,$5B,29-09-2020,Other,London,United Kingdom,Europe,1994,$187M,"General Atlantic, 3i Group, Huagai Capital",3,5000,187,2020,26
Meesho,$5B,05-04-2021,Internet Software,Bengaluru,India,Asia,2015,$1B,"Venture Highway, Sequoia Capital India, Prosus Ventures",3,5000,1000,2021,6
Meizu Technology,$5B,23-07-2014,Hardware,Zhuhai,China,Asia,2003,$943M,"Telling Telecommunication Holding Co., Alibaba Group",2,5000,943,2014,11
Cloudwalk Technology,$5B,08-10-2018,Artificial Intelligence,Guangzhou,China,Asia,2015,$514M,"Oriza Holdings, Guangdong Technology Financial Group",2,5000,514,2018,3
Royole Corporation,$5B,18-08-2015,Hardware,Shenzhen,China,Asia,2012,$492M,"Warmsun Holding, IDG Capital Partners",2,5000,492,2015,3
Monzo,$5B,31-10-2018,Fintech,London,United Kingdom,Europe,2015,$1B,"Passion Capital, Thrive Capital, Orange Digital Ventures",3,5000,1000,2018,3
Vipkid,$5B,04-08-2016,Edtech,Beijing,China,Asia,2013,$1B,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",3,5000,1000,2016,3
Vinted,$5B,27-11-2019,E-Commerce,Vilnius,Lithuania,Europe,2008,$562M,"Accel, Insight Partners, Burda Principal Investments",3,5000,562,2019,11
Lendable,$5B,31-03-2021,Fintech,London,United Kingdom,Europe,2014,$286M,"Ontario Teachers' Pension Plan, Goldman Sachs",2,5000,286,2021,7
Ubtech Robotics,$5B,25-07-2016,Hardware,Shenzhen,China,Asia,2012,$943M,"CDH Investments, Goldstone Investments, Qiming Venture Partners",3,5000,943,2016,4
Pleo,$5B,06-07-2021,Fintech,Copenhagen,Denmark,Europe,2015,$428M,"Creandum, Founders, Kinnevik",3,5000,428,2021,6
Trade Republic,$5B,20-05-2021,Fintech,Berlin,Germany,Europe,2015,$996M,"Founders Fund, Accel, Creandum",3,5000,996,2021,6
Chipone,$5B,16-12-2021,Hardware,Beijing,China,Asia,2008,$1B,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",3,5000,1000,2021,13
Collibra,$5B,29-01-2019,Data Management & Analytics,Brussels,Belgium,Europe,2008,$596M,"Index Ventures, Battery Ventures, ICONIQ Capital",3,5000,596,2019,11
Rappi,$5B,31-08-2018,"Supply Chain, Logistics,",Bogota,Colombia,South America,2015,$2B,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",4,5000,2000,2018,3
Creditas,$5B,18-12-2020,Fintech,Sao Paulo,Brazil,South America,2012,$824M,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",3,5000,824,2020,8
Quintoandar,$5B,09-09-2019,E-Commerce,Campinas,Brazil,South America,2012,$755M,"Kaszek Ventures, General Atlantic, SoftBank Group",3,5000,755,2019,7
C6 Bank,$5B,02-12-2020,Fintech,Sao Paulo,Brazil,South America,2018,$2B,Credit Suisse,1,5000,2000,2020,2
Hopper,$5B,24-03-2021,Travel,Montreal,Canada,North America,2007,$599M,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",3,5000,599,2021,14
Moon Active,$5B,26-01-2020,Mobile & Telecommunications,Tel Aviv,Israel,Asia,2011,$425M,"Insight Partners, Andalusian Capital Partners",2,5000,425,2020,9
Ofbusiness,$5B,31-07-2021,E-Commerce,Gurgaon,India,Asia,2015,$734M,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",3,5000,734,2021,6
Ola Electric Mobility,$5B,02-07-2019,Auto & Transportation,Bengaluru,India,Asia,2019,$761M,"SoftBank Group, Tiger Global Management, Matrix Partners India",3,5000,761,2019,0
Pine Labs,$5B,24-01-2020,Fintech,Noida,India,Asia,1998,$903M,"Sequoia Capital India, Temasek, PayPal Ventures",3,5000,903,2020,22
Qonto,$5B,11-01-2022,Fintech,Paris,France,Europe,2016,$704M,"Alven Capital, Valar Ventures, Tencent Holdings",3,5000,704,2022,6
United Imaging Healthcare,$5B,15-09-2017,Health,Shanghai,China,Asia,2011,$503M,"China Life Insurance, China Development Bank Capital, CITIC Securities International",3,5000,503,2017,6
Wm Motor,$5B,08-03-2019,Auto & Transportation,Shanghai,China,Asia,2015,$4B,"Baidu Capital, Linear Venture, Tencent",3,5000,4000,2019,4
Zepz,$5B,23-08-2021,Fintech,London,United Kingdom,Europe,2010,$655M,"Accel, Technology Crossover Ventures, LeapFrog Investments",3,5000,655,2021,11
Abogen,$4B,29-11-2021,Health,Suzhou,China,Asia,2019,$1B,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",3,4000,1000,2021,2
Greensill,$4B,16-07-2018,Fintech,London,United Kingdom,Europe,2011,$2B,"SoftBank Group, General Atlantic",2,4000,2000,2018,7
Hyalroute,$4B,26-05-2020,Mobile & Telecommunications,Unknown,Singapore,Asia,2015,$263M,Kuang-Chi,1,4000,263,2020,5
Yello Mobile,$4B,11-11-2014,Mobile & Telecommunications,Seoul,South Korea,Asia,2012,$216M,Formation 8,1,4000,216,2014,2
Lenskart,$4B,20-12-2019,E-Commerce,Faridabad,India,Asia,2008,$776M,"Chiratae Ventures, PremjiInvest, Softbank",3,4000,776,2019,11
Horizon Robotics,$4B,27-02-2019,Artificial Intelligence,Beijing,China,Asia,2015,$2B,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",3,4000,2000,2019,4
Mirakl,$4B,22-09-2020,E-Commerce,Paris,France,Europe,2011,$948M,"Elaia Partners, 83North, Felix Capital",3,4000,948,2020,9
Otto Bock Healthcare,$4B,24-06-2017,Health,Duderstadt,Germany,Europe,1919,$0M,EQT Partners,1,4000,0,2017,98
Weride,$4B,23-12-2020,Auto & Transportation,Guangzhou,China,Asia,2017,$1B,"Atop Capital, IDInvest Partners, Qiming Venture Partners",3,4000,1000,2020,3
Sharechat,$4B,08-04-2021,Internet Software,Bengaluru,India,Asia,2015,$1B,"India Quotient, Elevation Capital, Lightspeed Venture Partners",3,4000,1000,2021,6
Sorare,$4B,21-09-2021,E-Commerce,Paris,France,Europe,2019,$739M,"Benchmark, Accel, SoftBank Group",3,4000,739,2021,2
Ssense,$4B,08-06-2021,E-Commerce,Montreal,Canada,North America,2003,Unknown,Sequoia Capital,1,4000,,2021,18
Bitpanda,$4B,16-03-2021,Fintech,Vienna,Austria,Europe,2014,$546M,"Speedinvest, Valar Ventures, Uniqa Ventures",3,4000,546,2021,7
Medlinker,$4B,31-07-2018,Health,Chengdu,China,Asia,2014,$761M,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",3,4000,761,2018,4
Hozon Auto,$4B,22-02-2022,Auto & Transportation,Shanghai,China,Asia,2014,$2B,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",3,4000,2000,2022,8
Browserstack,$4B,16-06-2021,Internet Software,Dublin,Ireland,Europe,2011,$250M,"Accel, Insight Partners, Bond Capital",3,4000,250,2021,10
Megvii,$4B,31-10-2017,Artificial Intelligence,Beijing,China,Asia,2011,$1B,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",3,4000,1000,2017,6
Pointclickcare,$4B,07-01-2021,Internet Software,Mississauga,Canada,North America,2000,$230M,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",3,4000,230,2021,21
Dadi Cinema,$3B,11-05-2016,Other,Shenzhen,China,Asia,2006,$154M,Alibaba Pictures Group,1,3000,154,2016,10
Kurly,$3B,09-07-2021,"Supply Chain, Logistics,",Seoul,South Korea,Asia,2014,$770M,"Sequoia Capital China, DST Global, DST Global",3,3000,770,2021,7
Moglix,$3B,17-05-2021,E-Commerce,Unknown,Singapore,Asia,2015,$471M,"Jungle Ventures, Accel, Venture Highway",3,3000,471,2021,6
Upstox,$3B,29-11-2021,Fintech,Mumbai,India,Asia,2010,$54M,"Tiger Global Management, Kalaari Capital",2,3000,54,2021,11
Vista Global,$3B,23-08-2017,Other,Dubai,United Arab Emirates,Asia,2004,$418M,Rhone Capital,1,3000,418,2017,13
Yixia,$3B,24-11-2015,Mobile & Telecommunications,Beijing,China,Asia,2011,$775M,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures",4,3000,775,2015,4
Oaknorth Bank,$3B,12-10-2017,Fintech,London,United Kingdom,Europe,2015,$1B,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",3,3000,1000,2017,2
Hive Box,$3B,23-01-2018,"Supply Chain, Logistics,",Shenzhen,China,Asia,2015,$1B,"Eastern Bell Capital, SF Holding Co, STO Express",3,3000,1000,2018,3
Trax,$3B,22-07-2019,Artificial Intelligence,Unknown,Singapore,Asia,2010,$1B,"Hopu Investment Management, Boyu Capital, DC Thomson Ventures",3,3000,1000,2019,9
Messagebird,$3B,08-10-2020,Mobile & Telecommunications,Amsterdam,Netherlands,Europe,2011,$1B,"Y Combinator, Atomico, Accel",3,3000,1000,2020,9
Acronis,$3B,18-09-2019,Cybersecurity,Schaffhausen,Switzerland,Europe,2003,$408M,"Goldman Sachs, VebVentures, Insight Partners",3,3000,408,2019,16
Byton,$3B,20-04-2018,Auto & Transportation,Nanjing,China,Asia,2016,$1B,"FAW Group, Tencent Holdings, Tus Holdings",3,3000,1000,2018,2
Cato Networks,$3B,17-11-2020,Cybersecurity,Tel Aviv,Israel,Asia,2015,$532M,"Aspect Ventures, SingTel Innov8, Greylock Partners",3,3000,532,2020,5
Digit Insurance,$3B,15-01-2021,Fintech,Bengaluru,India,Asia,2016,$531M,"Fairfax Financial Holdings, A91 Partners, TVS Capital",3,3000,531,2021,5
Games24X7,$3B,30-03-2022,Internet Software,Mumbai,India,Asia,2006,$75M,"Tiger Global Management, The Raine Group, Malabar Investments",3,3000,75,2022,16
Gostudent,$3B,22-06-2021,Edtech,Vienna,Austria,Europe,2017,$685M,"DN Capital, Left Lane Capital, Coatue Management",3,3000,685,2021,4
Immutable,$3B,07-03-2022,Fintech,Sydney,Australia,Oceania,2018,$280M,"Fabric Ventures, AirTree Ventures, Temasek",3,3000,280,2022,4
Infra.Market,$3B,25-02-2021,E-Commerce,Thane,India,Asia,2016,$274M,"Accel, Tiger Global Management, Nexus Venture Partners",3,3000,274,2021,5
Oura,$3B,05-04-2022,Health,Oulu,Finland,Europe,2013,$148M,"Forerunner Ventures, Lifeline Ventures, MSD Capital",3,3000,148,2022,9
Unacademy,$3B,02-09-2020,Edtech,Bengaluru,India,Asia,2015,$789M,"Blume Ventures, Nexus Venture Partners, Sequoia Capital India",3,3000,789,2020,5
Manomano,$3B,05-07-2021,E-Commerce,Paris,France,Europe,2013,$706M,"General Atlantic, Piton Capital, Partech Partners",3,3000,706,2021,8
Youxia Motors,$3B,02-04-2018,Auto & Transportation,Shanghai,China,Asia,2014,$1B,"China Environmental Protection Industry, China Fortune Ocean",2,3000,1000,2018,4
Zetwerk,$3B,20-08-2021,Internet Software,Bengaluru,India,Asia,2018,$543M,"Sequoia Capital India, Kae Capital, Accel",3,3000,543,2021,3
Cars24,$3B,24-11-2020,E-Commerce,Gurgaon,India,Asia,2015,$1B,"Moore Strategic Ventures, DST Global, Sequoia Capital India",3,3000,1000,2020,5
Transmit Security,$3B,22-06-2021,Cybersecurity,Tel Aviv,Israel,Asia,2014,$583M,"General Atlantic, Insight Partners, Vintage Investment Partners",3,3000,583,2021,7
Dream Games,$3B,30-06-2021,Mobile & Telecommunications,Istanbul,Turkey,Europe,2019,$468M,"Makers Fund, Index Ventures, Inova Ventures Participacees",3,3000,468,2021,2
Graphcore,$3B,18-12-2018,Artificial Intelligence,Bristol,United Kingdom,Europe,2016,$682M,"Dell Technologies Capital, Pitango Venture Capital, Amadeus Capital Partners",3,3000,682,2018,2
Applyboard,$3B,05-05-2020,Edtech,Kitchener,Canada,North America,2015,$483M,"Artiman Ventures, Plug and Play Ventures, Anthos Capital",3,3000,483,2020,5
Blockstream,$3B,24-08-2021,Fintech,Vancouver,Canada,North America,2014,$299M,"AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital",3,3000,299,2021,7
